ID,CLASS,Assignment,Company,Address,City,state,zip,country,Gem SQ,Gem Solar,Unnamed: 11,Sq Ft,Industry,Sub Industry,Notes,Geocoded_address,X,Y,Operator,Utility,Est. deal size,Resiliency Need,Owner-occupied?,Unnamed: 24,Unnamed: 25
1065,1+,Yonah,"The Fremont Group, LLC",26 Barnes Industrial Rd N,Wallingford,CT,06492-5936,New Haven,,,,"221,643",Warehouse,,,"26 Barnes Industrial Rd N, Wallingford, Connecticut, 06492",-72.7979,41.48979,ISO-NE,,,,,,
1066,1+,Julia,The Golden Grain Co,7700 W 71st St,Bridgeview,IL,60455-1051,United States,,,,"400,000",Distribution,,,"7700 West 71St Street, Bridgeview, Illinois, 60455",-87.8124,41.76247,PJM,Comed,,,,,
1067,1+,Yonah,The Haartz Corporation,87 Hayward Rd,Acton,MA,1720,United States,,,,"296,000",Manufacturing,Automotive Parts,,"87 Hayward Road, Acton, Massachusetts, 01720",-71.4563,42.48107,ISO-NE,Eversource,,,,23692825,www.haartz.com
1068,CORE,Julia,The Home Depot,61 Station Rd,Cranbury,NJ,8512,United States,,,N,,Warehouse,,,"61 Station Rd, Cranbury, New Jersey, 08512",-74.498,40.30518,PJM,PSE&G,,,,,
1069,CORE,Julia,The Home Depot,58 Station Rd,Cranbury,NJ,8512,United States,,,N,,Warehouse,,,"58 Station Rd, Cranbury, New Jersey, 08512",-74.5003,40.30556,PJM,PSE&G,,,,,
1070,CORE,Julia,The Home Depot,904 Cranbury South River Rd,Monroe Township,NJ,8831,United States,,,N,,Warehouse,,,"904 Cranbury South River Rd, Monroe Township, New Jersey, 08831",-74.4565,40.37552,PJM,JCP&L,,,,,
1071,CORE,Julia,The Home Depot,221 Riverview Dr,Perth Amboy,NJ,8861,United States,,,PV,,Distribution,,,"221 Riverview Dr, Perth Amboy, New Jersey, 08861",-74.281,40.50598,PJM,PSE&G,,,,,
1072,CORE,Julia,The Home Depot,281 State Route 10 E,Succasunna,NJ,7876,United States,,,N,,Supermarket,,,"281 State Route 10 E, Succasunna, New Jersey, 07876",-74.6491,40.86791,PJM,JCP&L,,,,,
1073,CORE,Julia,The Home Depot,2445 Springfield Ave,Vauxhall,NJ,7088,United States,,,PV,,Department Store,,,"2445 Springfield Ave, Vauxhall, New Jersey, 07088",-74.2913,40.71718,PJM,PSE&G,,,,,
1074,CORE,Julia,The Home Depot,66 Station Rd,Cranbury,NJ,8512,United States,,,N,,Distribution,,,"66 Station Rd, Cranbury, New Jersey, 08512",-74.4968,40.30489,PJM,PSE&G,,,,,
1075,1-,,The Hurley Group,3-6 Simm Ln,Newtown,CT,6470,,,,Y,,Manufacturing,,,"3 Simm Ln, Newtown, Connecticut, 06470",-73.2882,41.39107,ISO-NE,,Med,Extremely High,,,
1076,1+,Julia,The Lexvest Group,2 Shaker Rd,Shirley,MA,1464,United States,,,Y,"104,000",Real Estate,,Multi-tenant building,"2 Shaker Road, Shirley, Massachusetts, 01464",-71.6432,42.54168,ISO-NE,N'Grid,,,,1.61E+08,www.lexvest.com
1077,1+,Yonah,The Majilite Corporation,1530 Broadway Rd,Dracut,MA,1826,United States,,,,"147,500",Manufacturing,Leather,,"1530 Broadway Road, Dracut, Massachusetts, 01826",-71.2488,42.70066,ISO-NE,N'Grid,,,,31261991,
1078,1+,Julia,The Middleby Corporation HQ,1400 Toastmaster Dr,Elgin,IL,60120-9274,United States,,,,"172,752",Manufacturing,,,"1400 Toastmaster Drive, Elgin, Illinois, 60120",-88.2473,42.06394,PJM,Comed,,,,,
1079,1+,Yonah,The Morris Companies,1240-1248 S River Rd,Cranbury,NJ,8512,United States,,,,"846,155",Warehouse,,,"1248 S River Rd, Cranbury, New Jersey, 08512",-74.4861,40.33168,PJM,PSE&G,Multi,,,,
1080,1+,Yonah,The Morris Companies,69 Blanchard St,Newark,NJ,7105,United States,,,,"706,000",Distribution,,,"69 Blanchard St, Newark, New Jersey, 07105",-74.1293,40.7377,PJM,PSE&G,,,,,
1081,1+,Yonah,The Port Authority of New York and New Jersey,173 Port Newark,Newark,NJ,7114,United States,,,,"582,844",Warehouse,,,"173 Port St, Newark, New Jersey, 07114",-74.1549,40.70604,PJM,PSE&G,Single,,,,
1082,1,Julia,The Powers Construction Company,4 Old Newtown Rd,Danbury,CT,6810,,,,N,,Manufacturing,,,"4 Old Newtown Rd, Danbury, Connecticut, 06810",-73.4235,41.40607,ISO-NE,,Med,Extremely High,,,
1083,CORE,Yonah,The Procter & Gamble Company,222 Airport Rd,Morris,IL,60450,United States,,,N,"509,000",Industrial,,,"222 Airport Rd, Morris, Illinois, 60450",-88.4259,41.43029,PJM,Comed,Large,Medium,Unclear,,
1084,CORE,Yonah,The Procter & Gamble Company,30 Burtt Rd,Andover,MA,1810,United States,,,N,"640,000",Industrial,,,"30 Burtt Road, Andover, Massachusetts, 01810",-71.172,42.60745,ISO-NE,N'Grid,Large,Low,Yes,,
1085,CORE,Yonah,The Procter & Gamble Company,1 Gillette Park,Boston,MA,2127,United States,,,N,"592,836",Industrial,,,"1 Gillette Park, South Boston, Massachusetts, 02127",-71.0564,42.34405,ISO-NE,Eversource,Large,Low,Yes,,
1086,1+,Yonah,The Silverman Group,1 Silverline Dr,North Brunswick,NJ,8902,United States,,,,"767,581",Manufacturing,,,"1 Silverline Dr, North Brunswick, New Jersey, 08902",-74.4366,40.46118,PJM,PSE&G,Single,,,,
1087,1+,Julia,"The TJX Companies, Inc.",1415 Blue Hills Ave,Bloomfield,CT,06002-1309,Hartford,,,,"802,150",Distribution,,,"1415 Blue Hills Ave, Bloomfield, Connecticut, 06002",-72.721,41.8647,ISO-NE,,,,,,
1088,CORE,Julia,The UPS Store,200 Birch Creek Rd,Swedesboro,NJ,8085,United States,,,N,,Industrial,,,"200 Birch Creek Rd, Swedesboro, New Jersey, 08085",-75.3768,39.77846,PJM,ACE,,,,,
1089,CORE,Julia,Thermo Fisher Scientific,4500 Turnberry Dr,Hanover Park,IL,60133,United States,,,N,"199,209",Industrial,,,"4500 Turnberry Dr, Hanover Park, Illinois, 60133",-88.1244,41.97641,PJM,Comed,0,Low,Yes,,
1090,CORE,Julia,Thermo Fisher Scientific,699 N Wheeling Rd,Mount Prospect,IL,60056,United States,,,N,"104,700",Industrial,,,"699 Wheeling Road, Mount Prospect, Illinois, 60056",-87.9259,42.07779,PJM,Comed,Med,Low,Yes,,
1091,CORE+,Julia,Thermo Fisher Scientific,25 Bond Street,Haverhill,MA,1835,United States,,,,"103,000",Biotech,,,"25 Bond Street, Haverhill, Massachusetts, 01835",-71.1197,42.75936,ISO-NE,N'Grid,,,,,
1092,CORE,Julia,Thermo Fisher Scientific,755 US Highway 202,Bridgewater,NJ,8807,United States,,,PV,,Industrial,,,"755 US Highway 202, Bridgewater, New Jersey, 08807",-74.6628,40.57426,PJM,PSE&G,,,,,
1093,1+,Yonah,Third Coast,101 Compass Blvd,Joliet,IL,60436,United States,,,N,"3,637,000",Logistics,,3 buildings at site,"101 Compass Blvd, Joliet, Illinois, 60436",-88.0805,41.44187,PJM,Comed,,,,,
1094,1+,Julia,Dynamic Distribution,200 Central Ave,Kearny,NJ,7032,United States,,,,"548,150",Warehouse,,,"200 Central Ave, Kearny, New Jersey, 07032",-74.1098,40.72978,PJM,PSE&G,,,,,
1095,1,Yonah,"Thylan Associates, Inc.",199 Park Road Ext,Middlebury,CT,6762,,,,N,,Manufacturing,,,"199 Park Road Ext, Middlebury, Connecticut, 06762",-73.099,41.55605,ISO-NE,,Large,High,,,
1096,1-,,"Time Equities, Inc.",540 Barnum Ave,Bridgeport,CT,6608,,,,N,,Manufacturing,,,"540 Barnum Ave, Bridgeport, Connecticut, 06608",-73.1788,41.18703,ISO-NE,,Large,Extremely High,,,
1097,1+,Yonah,Titan Tire Corporation,3769 US Route 20 E,Freeport,IL,61032,United States,,,N,"1,079,353",Manufacturing,,,"3769 US Route 20 E, Freeport, Illinois, 61032",-89.5381,42.27678,PJM,Comed,,,,,
1098,1+,Julia,TJ Maxx Distribution,135 Goddard Memorial Dr,Worcester,MA,1603,United States,,,,"504,800",Warehouse,,,"135 Goddard Memorial Drive, Worcester, Massachusetts, 01603",-71.8668,42.25472,ISO-NE,N'Grid,,,,,
1099,1,Yonah,Tony Rosati,211 Brookside Rd,Waterbury,CT,6708,,,,N,,Manufacturing,,,"211 Brookside Rd, Waterbury, Connecticut, 06708",-73.0655,41.58037,ISO-NE,,Med,High,,,
1100,1+,Julia,Tootsie Roll Industries Inc HQ,7401 S Cicero Ave,Chicago,IL,60629,United States,,,,"2,345,000",Manufacturing,,,"7401 South Cicero Avenue, Chicago, Illinois, 60629",-87.7416,41.75853,PJM,Comed,,,,,
1101,1+,Yonah,Top Line Furntiure,2695 Plainfield Rd,Joliet,IL,60435,United States,,,N,"250,000",Distribution,,,"2695 Plainfield Rd, Joliet, Illinois, 60435",-88.1511,41.5774,PJM,Comed,Large,,,,
1102,1-,,Town of Wallingford Dev. Commission,80 Valley St,Wallingford,CT,6492,,,,N,"409,025",Manufacturing,,,"80 Valley St, Wallingford, Connecticut, 06492",-72.835,41.45162,ISO-NE,,Large,High,,,
1103,1+,Julia,Trader Joe's Company,200 Phoenix Xing,Bloomfield,CT,06002-1998,Hartford,,,,"690,000",Distribution,,,"200 Phoenix Xing, Bloomfield, Connecticut, 06002",-72.7088,41.8666,ISO-NE,,,,,,
1104,1+,Julia,Trader Joe's Distribution,1510 Cargo Ct,Minooka,IL,60447,United States,,,N,"580,000",Warehouse/Distribution,,,"1510 Cargo Ct, Minooka, Illinois, 60447",-88.3034,41.44657,PJM,Comed,,,,,
1105,CORE,Yonah,Trane,600 Richards Run,Burlington,NJ,8016,United States,,,N,,Industrial,,,"600 Richards Run, Burlington, New Jersey, 08016",-74.8146,40.09852,PJM,PSE&G,,,,,
1106,CORE,Yonah,Trane,3-00 Banta Pl,Fair Lawn,NJ,7410,United States,,,N,,Industrial,,,"3-00 Banta Pl, Fair Lawn, New Jersey, 07410",-74.1152,40.92576,PJM,PSE&G,,,,,
1107,CORE,Yonah,Trane,2231 E State St,Hamilton,NJ,8619,United States,,,PV,,Industrial,,,"2231 E State Street Ext, Trenton, New Jersey, 08619",-74.7206,40.24164,PJM,PSE&G,,,,,
1108,1+,Julia,TreeHouse Foods,1800 Steward Rd,Rochelle,IL,61068,United States,,,N,"944,474",Food Warehouse/Manufacturing,,,"1800 Steward Rd, Rochelle, Illinois, 61068",-89.029,41.89563,PJM,Comed,,,,,
1109,1+,Yonah,Trelleborg,10 Forbes Rd,Northborough,MA,1532,United States,,,,"104,000",Manufacturing,Medical & Aerospace,,"10 Forbes Road, Northborough, Massachusetts, 01532",-71.6302,42.35077,ISO-NE,N'Grid,,,,17778098,www.draadvisors.com
1110,1+,Julia,Triad1828 Centre,2020 Route 130 N,Burlington,NJ,8016,United States,,,,"1,030,050",Distribution,,,"2020 Route 130 N, Burlington, New Jersey, 08016",-74.8036,40.09779,PJM,PSE&G,Multi,,,,
1111,1+,Yonah,"Triumph Group, Inc",1 Charter Oak Blvd,West Hartford,CT,06110-1328,Hartford,,,,"250,000",Manufacturing,,,"1 Charter Oak Blvd, West Hartford, Connecticut, 06110",-72.7269,41.74007,ISO-NE,,,,,,
1112,1+,Julia,True Value Distribution Center,308 Division St,Harvard,IL,60033,United States,,,N,"1,303,149",Home Improvement Distribution,,,"308 S Division St, Harvard, Illinois, 60033",-88.6134,42.41207,PJM,Comed,,,,,
1113,CORE,Julia,Tyson,621 E Stevenson Rd,Ottawa,IL,61350,United States,,,N,"104,700",Industrial,,,"621 E Stevenson Rd, Ottawa, Illinois, 61350",-88.8245,41.37938,PJM,Comed,0,High,Yes,,
1114,CORE+,Julia,Tyson Foods,600 Wiscold Dr,Rochelle,IL,61068,United States,,,N,"390,173",Food Supplier,,,"600 Wiscold Dr, Rochelle, Illinois, 61068",-89.0398,41.90892,PJM,Comed,,,,,
1115,1,Julia,U.S. Department of Defense,550 Main St,Stratford,CT,6615,,,,N,"1,135,000",Manufacturing,,,"550 Main St, Stratford, Connecticut, 06615",-73.125,41.16952,ISO-NE,,Large,Extremely High,,,
1116,1,Yonah,U.S. Surgical Corporation,195 McDermott Rd,North Haven,CT,6473,,,,N,"606,746",Manufacturing,,,"195 McDermott Rd, North Haven, Connecticut, 06473",-72.871,41.33741,ISO-NE,,Large,High,,,
1117,CORE,Yonah,U-Haul,950 S 25th Ave,Bellwood,IL,60104,United States,,,N,"104,700",Manufacturing,,,"950 South 25Th Avenue, Bellwood, Illinois, 60104",-87.8634,41.87543,PJM,Comed,Large,Low,Yes,,
1118,1+,Julia,UNFI,2600 Haven Ave,Joliet,IL,60433-8467,United States,,,,"934,000",Distribution,,,"2600 Haven Ave, Joliet, Illinois, 60433",-88.0191,41.51115,PJM,Comed,,,,,
1119,1+,Julia,UNFI,"260 Lake Rd, Dayville, CT 06241",Dayville,CT,6241,,,,Y,"300,000",Distribution,,Existing Deal,"260 Lake Rd, Dayville, Connecticut, 06241",-71.9081,41.86353,ISO-NE,,,,,,
1120,1,Julia,Unilever,40 Merritt Blvd,Trumbull,CT,6611,,,,N,,Manufacturing,,,"40 Merritt Blvd, Trumbull, Connecticut, 06611",-73.1484,41.24362,ISO-NE,,Large,Extremely High,,,
1121,1+,Yonah,Unistress Corporation,550 Cheshire Rd,Pittsfield,MA,1201,United States,,,,,,,,"550 Cheshire Road, Pittsfield, Massachusetts, 01201",-73.1973,42.48682,ISO-NE,Eversource,,,,,
1122,1+,Julia,United Abrasives,185 Boston Post Rd,North Windham,CT,06256-1302,Windham,,,,"322,652",Manufacturing,,,"185 Boston Post Rd, North Windham, Connecticut, 06256",-72.1858,41.73079,ISO-NE,,,,,,
1123,CORE,Julia,United Parcel Service,2235 Route 322,Swedesboro,NJ,8085,United States,,,N,,Industrial,,,"2235 Route 322, Swedesboro, New Jersey, 08085",-75.3256,39.76637,PJM,ACE,,,,,
1124,1+,Yonah,United Plastics,75 Jytek Dr,Leominster,MA,1453,United States,,,,"122,400",Manufacturing,,,"75 Jytek Drive, Leominster, Massachusetts, 01453",-71.7528,42.48606,ISO-NE,N'Grid,,,,,
1125,1,Yonah,United Properties,125 Access Rd,Stratford,CT,6615,,,,N,,Manufacturing,,,"125 Access Rd, Stratford, Connecticut, 06615",-73.129,41.1698,ISO-NE,,Large,Extremely High,,,
1126,1+,Yonah,United Solutions,33 Patriots Cir,Leominster,MA,1453,United States,,,,"165,700",Manufacturing,,,"33 Patriots Circle, Leominster, Massachusetts, 01453",-71.7551,42.48475,ISO-NE,N'Grid,,,,5.65E+08,
1127,1+,Julia,United States Postal Service,80 County Rd,Jersey City,NJ,7097,United States,,,,"1,047,218",Distribution,,,"80 County Rd, Jersey City, New Jersey, 07097",-74.0609,40.75637,PJM,PSE&G,Multi,,,,
1128,1+,Yonah,UPM Raflatac,101 E Corporate Dr,Dixon,IL,61021,United States,,,N,"219,490",Distribution,,,"101 E Corporate Dr, Dixon, Illinois, 61021",-89.4686,41.81594,PJM,Comed,,,,,
1129,CORE,Julia,UPS,1 Ups Way,Hodgkins,IL,60525,United States,,,N,"1,351,000",Industrial,,,"1 Ups Way, Hodgkins, Illinois, 60525",-87.881,41.74952,PJM,Comed,Large,Low,No,,
1130,CORE,Julia,UPS,1601 Devon Ave,Bensenville,IL,60106,United States,,,N,"443,493",Industrial,,,"1601 Devon Ave, Bensenville, Illinois, 60106",-87.9679,41.99297,PJM,Comed,Med,Low,No,,
1131,CORE,Julia,UPS,2050 N Hicks Rd,Palatine,IL,60074,United States,,,N,"509,000",Industrial,,,"2050 North Hicks Road, Palatine, Illinois, 60074",-88.0374,42.14903,PJM,Comed,Med,Low,No,,
1132,CORE,Julia,UPS,775 East Dr,Carol Stream,IL,60188,United States,,,N,"104,700",Industrial,,,"775 East Dr, Carol Stream, Illinois, 60188",-88.1032,41.92392,PJM,Comed,Med,Low,No,,
1133,CORE,Julia,UPS,1 Market Cir,Windsor,CT,6095,Hartford,,,N,,Industrial,,,"1 Market Cir, Windsor, Connecticut, 06095",-72.6312,41.89946,ISO-NE,Eversource,0,Extremely High,No,,
1134,CORE,Julia,UPS,100 Middlesex Center Blvd,South Brunswick,NJ,8810,United States,,,PV,,Industrial,,,"100 Middlesex Center Blvd, Monroe Township, New Jersey, 08831",-74.4518,40.3831,PJM,JCP&L,,,,,
1135,CORE+,Julia,UPS CHEMA hub,1 Ups Rd,Chelmsford,MA,1824,United States,,,,"340,000",Warehouse/Distribution,,,"1 Ups Road, Chelmsford, Massachusetts, 01824",-71.3099,42.59745,ISO-NE,N'Grid,,,,,
1136,CORE,Julia,UPS Customer Center,1 Clover Pl,Edison,NJ,8837,United States,,,PV,,Industrial,,,"1 Clover Pl, Edison, New Jersey, 08837",-74.3355,40.51078,PJM,PSE&G,,,,,
1137,CORE,Julia,UPS Supply Chain Solutions,1130 Commerce Blvd,Logan Township,NJ,8085,United States,,,N,,Industrial,,,"1130 Commerce Blvd, Swedesboro, New Jersey, 08085",-75.3759,39.76532,PJM,ACE,,,,,
1138,1+,Julia,US Beverage Packers,1 Arizona Wy,Keasby,NJ,8832,United States,,,N,"621,800",Manufacturing,,,"1 Arizona Wy, Keasbey, NJ 08832",-74.3264,40.5212,PJM,PSE&G,Multi,,,,
1139,CORE,Yonah,US Cold Storage,800 E Kankakee River Dr,Wilmington,IL,60481,United States,,,N,"469,217",Refrigeration/Cold Storage,,,"800 E Kankakee River Dr, Wilmington, Illinois, 60481",-88.1373,41.3201,PJM,Comed,Large,High,Yes,,
1140,1+,Yonah,US Foods,800 Supreme Dr,Bensenville,IL,60106-1107,United States,,,,"328,332",Distribution,,,"800 Supreme Dr, Bensenville, Illinois, 60106",-87.9519,41.97922,PJM,Comed,,,,,
1141,1+,Yonah,US Foods,1051 Amboy Ave,Perth Amboy,NJ,8861,United States,,,,,,,,"1051 Amboy Ave, Perth Amboy, New Jersey, 08861",-74.2749,40.53445,PJM,PSE&G,,,,,
1142,1,Yonah,Valley Tool & Manufacturing Llc,132 Shelland St,Milford,CT,6461,,,,N,,Manufacturing,,,"132 Shelland St, Milford, Connecticut, 06461",-73.0975,41.22568,ISO-NE,,Med,High,,,
1143,1+,Julia,Vegetable Juices Inc,7400 S Narragansett Ave,Bedford Park,IL,60638-6022,United States,,,,"174,720",Manufacturing,,,"7400 South Narragansett Avenue, Chicago, Illinois, 60638",-87.7805,41.75685,PJM,Comed,,,,,
1144,1+,Yonah,"Velocity Venture Partners, LLC",9000 River Rd,Pennsauken,NJ,8110,United States,,,,"575,696",Manufacturing,,,"9000 River Rd, Pennsauken, New Jersey, 08110",-75.0435,39.98863,PJM,PSE&G,Multi,,,,
1145,CORE,Julia,Smurfit Westrock,8 Corn Rd,Dayton,NJ,8810,United States,,,N,,Industrial,,,"8 Corn Rd, Dayton, New Jersey, 08810",-74.4913,40.36647,PJM,PSE&G,,,,,
1146,1+,Julia,"VMD Companies, LLC",523 Pleasant St,Attleboro,MA,2703,United States,,,,,,,,"523 Pleasant Street, Attleboro, Massachusetts, 02703",-71.2689,41.94864,ISO-NE,N'Grid,,,,,
1147,CORE,Julia,Volvo,3900 Rock Creek Blvd,Joliet,IL,60431,United States,,,N,"199,209",Industrial,,,"3900 Rock Creek Blvd, Joliet, Illinois, 60431",-88.1746,41.49058,PJM,Comed,0,High,No,,
1148,1+,Yonah,Vvf Illinois LLC,2000 Aucutt Rd,Montgomery,IL,60538-1133,United States,,,,"483,000",Manufacturing,,,"2000 Aucutt Rd, Montgomery, Illinois, 60538",-88.3676,41.73016,PJM,Comed,,,,,
1149,1+,Julia,W R Meadows Inc HQ,300 Industrial Dr,Hampshire,IL,60140-7722,United States,,,,"208,667",Manufacturing,,,"300 Industrial Dr, Hampshire, Illinois, 60140",-88.5142,42.10175,PJM,Comed,,,,,
1150,1+,Yonah,Wahl Clipper Corporation,2900 N Locust St,Sterling,IL,61081,United States,,,Y,"639,075",Manufacturing,,,"2900 Locust St, Sterling, Illinois, 61081",-89.6985,41.81646,PJM,Comed,,,,,
1151,1+,Julia,Walgreen Eastern Co Inc,80 International Dr,Windsor,CT,06095-1044,Hartford,,,,"686,000",Distribution,,,"80 International Dr, Windsor, Connecticut, 06095",-72.7166,41.92079,ISO-NE,,,,,,
1152,CORE,Yonah,Walmart,1000 S Randall Rd,Elgin,IL,60124,United States,,,N,"170,000",Retail,,,"1000 S Randall Rd, Elgin, Illinois, 60123",-88.3375,42.00837,PJM,Comed,Med,Low,Yes,,
1153,CORE,Yonah,Walmart,1006 Rowhling Rd,Addison,IL,60101,United States,,,N,"170,000",Retail,,,"60101, Addison, Illinois",-88.0034,41.93245,PJM,Comed,Med,Low,Yes,,
1154,CORE,Yonah,Walmart,101 W Oakton St,Des Plaines,IL,60018,United States,,,N,"170,000",Retail,,,"101 West Oakton Street, Des Plaines, Illinois, 60018",-87.9234,42.02282,PJM,Comed,Med,Low,Yes,,
1155,CORE,Yonah,Walmart,10260-10268 S Harlem Ave,Bridgeview,IL,60455,United States,,,N,"170,000",Retail,,,"10268 S Harlem Ave, Bridgeview, Illinois, 60455",-87.7983,41.70579,PJM,Comed,Large,Low,Unclear,,
1156,CORE,Yonah,Walmart,1050 N Rohlwing Rd,Addison,IL,60101,United States,,,Y,"170,000",Retail,,,"1050 N Rohlwing Rd, Addison, Illinois, 60101",-88.032,41.94955,PJM,Comed,Med,Low,No,,
1157,CORE,Yonah,Walmart,1050 Ogden Ave,Montgomery,IL,60538,United States,,,N,"170,000",Retail,,,"1050 Ogden Ave, Montgomery, Illinois, 60538",-88.2896,41.71601,PJM,Comed,Med,Low,Yes,,
1158,CORE,Yonah,Walmart,10900 S Doty Ave,Chicago,IL,60628,United States,,,N,"170,000",Retail,,,"10900 South Doty Avenue, Chicago, Illinois, 60628",-87.5966,41.69619,PJM,Comed,Med,Low,No,,
1159,CORE,Yonah,Walmart,1100 S Randall Rd,Elgin,IL,60123,United States,,,N,"170,000",Retail,,,"1100 S Randall Rd, Elgin, Illinois, 60123",-88.3363,42.00354,PJM,Comed,Large,Low,Yes,,
1160,CORE,Yonah,Walmart,12300 Route 47,Huntley,IL,60142,United States,,,N,"300,000",Retail,,,"12300 IL-47, Huntley, Illinois, 60142",-88.4326,42.15193,PJM,Comed,Med,Low,Yes,,
1161,CORE,Yonah,Walmart,12690 S Route 59,Plainfield,IL,60585,United States,,,N,"300,000",Retail,,,"12690 S Rt 59, Plainfield, Illinois, 60585",-88.2037,41.65364,PJM,Comed,Large,High,Yes,,
1162,CORE,Yonah,Walmart,1275 Lake Ave,Woodstock,IL,60098,United States,,,N,"300,000",Retail,,,"1275 Lake Ave, Woodstock, Illinois, 60098",-88.4243,42.29631,PJM,Comed,Large,Low,Yes,,
1163,CORE,Yonah,Walmart,1300 Des Plaines Ave,Forest Park,IL,60130,United States,,,N,"300,000",Retail,,,"1300 Des Plaines Road, Forest Park, Illinois, 60130",-87.8178,41.86085,PJM,Comed,Med,Low,Yes,,
1164,CORE,Yonah,Walmart,137 W North Ave,Northlake,IL,60164,United States,,,Y,"300,000",Supermarket,,,"137 West North Avenue, Northlake, Illinois, 60164",-87.9087,41.90693,PJM,Comed,Med,Low,Yes,,
1165,CORE,Yonah,Walmart,1401 IL-59 Hwy,Plainfield,IL,60586,United States,,,N,"300,000",Retail,,,"1401 Rt 59, Joliet, Illinois, 60431",-88.1997,41.547,PJM,Comed,Med,High,No,,
1166,CORE,Yonah,Walmart,141 W North Ave,Melrose Park,IL,60164,United States,,,N,"300,000",Retail,,,"141 West North Avenue, Northlake, Illinois, 60164",-87.9118,41.90688,PJM,Comed,Med,Low,Yes,,
1167,CORE,Yonah,Walmart,1410 S Randall Rd,Algonquin,IL,60102,United States,,,N,"300,000",Retail,,,"1410 S Randall Rd, Algonquin, Illinois, 60102",-88.3397,42.15509,PJM,Comed,Large,Low,Yes,,
1168,CORE,Yonah,Walmart,1455 Lake Cook Rd,Wheeling,IL,60090,United States,,,N,"300,000",Retail,,,"1455 Lake Cook Road, Wheeling, Illinois, 60090",-87.9524,42.15354,PJM,Comed,Med,Low,No,,
1169,CORE,Yonah,Walmart,1460 Golf Rd,Rolling Meadows,IL,60008,United States,,,N,"300,000",Retail,,,"1460 Golf Road, Rolling Meadows, Illinois, 60008",-88.0002,42.0514,PJM,Comed,Med,Low,No,,
1170,CORE,Yonah,Walmart,150 Smith Rd,St Charles,IL,60174,United States,,,N,"300,000",Retail,,,"150 Smith Rd, Saint Charles, Illinois, 60174",-88.2615,41.92457,PJM,Comed,Med,Low,Yes,,
1171,CORE,Yonah,Walmart,1500 S Appleton Rd,Belvidere,IL,61008,United States,,,N,"1,200,000",Distribution,,,"1500 S Appleton Rd, Belvidere, Illinois, 61008",-88.8612,42.2427,PJM,Comed,Large,Low,Unclear,,
1172,CORE,Yonah,Walmart,1508 Crosslink Pky,Belvidere,IL,61008,United States,,,N,"1,365,000",Distribution,,,"1508 Crosslink Pkwy, Belvidere, Illinois, 61008",-88.8735,42.24491,PJM,Comed,Large,Low,Unclear,,
1173,CORE,Yonah,Walmart,1555 N Rand Rd,Palatine,IL,60074,United States,,,N,"300,000",Retail,,,"1555 North Rand Road, Palatine, Illinois, 60074",-88.0179,42.13774,PJM,Comed,Med,Low,Yes,,
1174,CORE,Yonah,Walmart,16100 Harlem Ave,Tinley Park,IL,60477,United States,,,N,"443,493",Retail,,,"16100 Harlem Avenue, Tinley Park, Illinois, 60477",-87.7942,41.59812,PJM,Comed,Med,Low,No,,
1175,CORE,Yonah,Walmart,16241 S Farrell Rd,Lockport,IL,60441,United States,,,N,"178,803",Retail,,,"16241 S Farrell Rd, Lockport, Illinois, 60441",-88.0248,41.59372,PJM,Comed,Large,High,Yes,,
1176,CORE,Yonah,Walmart,1640 S Galena Ave,Dixon,IL,61021,United States,,,N,"178,803",Retail,,,"1640 S Galena Ave, Dixon, Illinois, 61021",-89.475,41.82616,PJM,Comed,Large,Medium,No,,
1177,CORE,Yonah,Walmart,1695-1701 Crossroads Dr,Joliet,IL,60431,United States,,,N,"178,803",Manufacturing,,,"1701 Crossroad Dr, Joliet, Illinois, 60431",-88.1834,41.49103,PJM,Comed,Large,High,No,,
1178,CORE,Yonah,Walmart,17550 Halsted St,Homewood,IL,60430,United States,,,N,"257,974",Retail,,,"17550 Halsted Street, Homewood, Illinois, 60430",-87.6402,41.56971,PJM,Comed,Large,Low,No,,
1179,CORE,Yonah,Walmart,2000 Orchard Rd,Montgomery,IL,60538,United States,,,N,"509,000",Retail,,,"2000 Orchard Rd, Montgomery, Illinois, 60538",-88.3752,41.72062,PJM,Comed,Med,Low,Yes,,
1180,CORE,Yonah,Walmart,2080 N State Route 50,Bourbonnais,IL,60914,United States,,,N,"509,000",Retail,,,"2080 N State Route 50, Bourbonnais, Illinois, 60914",-87.8501,41.19073,PJM,Comed,Large,High,Yes,,
1181,CORE,Yonah,Walmart,21000 Western Ave,Olympia Fields,IL,60461,United States,,,N,"509,000",Retail,,,"21000 Western Avenue, Olympia Fields, Illinois, 60461",-87.6744,41.50736,PJM,Comed,Large,Low,Yes,,
1182,CORE,Yonah,Walmart,21101 McGuire Rd,Harvard,IL,60033,United States,,,N,"509,000",Retail,,,"21101 McGuire Rd, Harvard, Illinois, 60033",-88.6112,42.40735,PJM,Comed,Med,Low,Yes,,
1183,CORE,Yonah,Walmart,22401 Central Ave,Richton Park,IL,60471,United States,,,N,"509,000",Retail,,,"22401 Central Ave, Richton Park, Illinois, 60471",-87.7512,41.47961,PJM,Comed,Large,Low,Yes,,
1184,CORE,Yonah,Walmart,2300 Sycamore Rd,Dekalb,IL,60115,United States,,,N,"509,000",Retail,,,"2300 Sycamore Rd, Dekalb, Illinois, 60115",-88.722,41.94949,PJM,Comed,Large,Low,Yes,,
